nuclide,Z,A,isomer_keV,isomer_u_keV,isomer_t_s,isomer_jp,gateway_keV,gateway_u_keV,dE_keV,gateway_jp,gateway_t_s,gateway_t_op,observed,multipole,p_release,p_return,p_unknown,beta,E_released_keV,leverage,gamma_GI_eV,width_kind,gJ,sigma_int_b_eV,doppler_fwhm_eV,sigma_eff_b,N_areal_cm2,thickness_cm,neec,atomic
132la,57,132,188.2,0.11,1458,6-,669.55,0.17,481.35,(7)+,,,1,E1,1.11022e-16,1,0,1.75263,481.35,1,0.190311,Weisskopf E1,1.15385,7284.4,0.513758,13319.4,4.28375e+19,0.00085675,0,0
132la,57,132,188.2,0.11,1458,6-,707.4,0.4,519.2,(8)+,,,0,M2,0,1,0,2.00379,519.2,1,2.25332e-08,Weisskopf M2,1.30769,0.000840161,0.554156,0.00142423,3.50402e+26,7008.03,0,0
132la,57,132,188.2,0.11,1458,6-,751.9,0.4,563.7,(7-),,,1,M1,0.0625,0.9375,0,1.9395,575.462,1.02087,0.00660234,Weisskopf M1,1.15385,184.269,0.601652,287.712,1.79206e+21,0.0358411,0,0
146la,57,146,140.84,0.05,6.08,(2-),144.6,0.07,3.76,(3-),,,1,M1,0.998597,0.00140252,0,0.702665,144.402,38.4049,1.95937e-09,Weisskopf M1,1.4,1.49133,0.00381589,367.136,3.87636e+21,0.0775272,1,1
146la,57,146,140.84,0.05,6.08,(2-),197.08,0.05,56.24,(1-),,,1,M1,0.619651,0.380349,0,0.568487,143.512,2.55177,6.55677e-06,Weisskopf M1,0.6,9.5599,0.057076,157.344,1.11797e+22,0.223593,0,1
146la,57,146,140.84,0.05,6.08,(2-),326.7,0.07,185.86,(3),,,1,,0.290601,0.709399,0,1.0897,226.788,1.22021,,unknown,1.4,,0.188623,,,,0,0
146la,57,146,140.84,0.05,6.08,(2-),372.51,0.04,231.67,1+,,,1,E1,0.658193,0.341807,0,1.4006,324.37,1.40014,0.0226922,Weisskopf E1,0.6,1949.81,0.235114,7790.49,9.16479e+19,0.00183296,0,0
146la,57,146,140.84,0.05,6.08,(2-),392.55,0.05,251.71,(2+),,,0,E1,1,0,0,1,392.55,1.55953,0.0291051,Weisskopf E1,1,3530.78,0.255451,12984.1,7.7017e+19,0.00154034,0,0
146la,57,146,140.84,0.05,6.08,(2-),429.17,0.05,288.33,2-,,,0,M1,0.999553,0.000447105,0,1.19296,429.107,1.48825,0.000883534,Weisskopf M1,1,81.6858,0.292616,262.24,3.19649e+21,0.0639299,0,0
146la,57,146,140.84,0.05,6.08,(2-),438.98,0.05,298.14,1-,,,1,M1,0.421909,0.578091,0,1.21802,357.562,1.19931,0.00097682,Weisskopf M1,0.6,50.679,0.302572,157.344,5.21787e+21,0.104357,0,0
146la,57,146,140.84,0.05,6.08,(2-),443.58,0.11,302.74,(1-),,,0,M1,0.817874,0.182126,0,1.48343,417.929,1.38049,0.00102274,Weisskopf M1,0.6,51.461,0.30724,157.344,4.28433e+21,0.0856865,0,0
146la,57,146,140.84,0.05,6.08,(2-),466.54,0.05,325.7,2+,,,0,E1,0.645911,0.354089,0,1.60954,416.67,1.27931,0.0630552,Weisskopf E1,1,4568.66,0.330541,12984.1,4.78503e+19,0.000957005,0,0
146la,57,146,140.84,0.05,6.08,(2-),500.09,0.06,359.25,(1- 2-),,,1,,0.760203,0.239797,0,1.45639,466.317,1.29803,,unknown,1,,0.36459,,,,0,0
146la,57,146,140.84,0.05,6.08,(2-),574.52,0.05,433.68,(1- 2),,,1,,0.690144,0.309856,0,1.75468,530.88,1.22413,,unknown,1,,0.440126,,,,0,0
146la,57,146,140.84,0.05,6.08,(2-),647.09,0.05,506.25,1,,,1,,0.714204,0.285796,0,2.03998,606.838,1.19869,,unknown,0.6,,0.513775,,,,0,0
146la,57,146,140.84,0.05,6.08,(2-),675.13,0.07,534.29,(1- 2-),,,1,,0.539084,0.460916,0,1.41492,610.215,1.1421,,unknown,1,,0.542232,,,,0,0
146la,57,146,140.84,0.05,6.08,(2-),708.79,0.07,567.95,1+,,,1,E1,0.861126,0.138874,0,2.09014,689.231,1.21354,0.334347,Weisskopf E1,0.6,4780.05,0.576392,7790.49,6.14131e+19,0.00122826,0,0
146la,57,146,140.84,0.05,6.08,(2-),757.78,0.1,616.94,(1 2-),,,1,,0.686545,0.313455,0,2.26702,713.633,1.15673,,unknown,1,,0.62611,,,,0,0
146la,57,146,140.84,0.05,6.08,(2-),880.22,0.05,739.38,1+,,,0,E1,0.728019,0.271981,0,2.12246,841.914,1.13868,0.737685,Weisskopf E1,0.6,6222.85,0.75037,7790.49,6.04779e+19,0.00120956,0,0
146la,57,146,140.84,0.05,6.08,(2-),1064.5,0.05,923.66,1+,,,0,E1,0.785255,0.214745,0,2.29818,1034.26,1.11974,1.43815,Weisskopf E1,0.6,7773.81,0.937389,7790.49,5.58537e+19,0.00111707,0,0
146la,57,146,140.84,0.05,6.08,(2-),1181.76,0.08,1040.92,1+,,,0,E1,0.799139,0.200861,0,2.33257,1153.47,1.10813,2.05835,Weisskopf E1,0.6,8760.71,1.05639,7790.49,5.50302e+19,0.0011006,0,0
146la,57,146,140.84,0.05,6.08,(2-),1190.38,0.08,1049.54,1+,,,1,E1,0.645381,0.354619,0,2.45819,1140.44,1.08661,2.10991,Weisskopf E1,0.6,8833.26,1.06514,7790.49,5.2218e+19,0.00104436,0,0
146la,57,146,140.84,0.05,6.08,(2-),1224.06,0.09,1083.22,1+,,,0,E1,0.711241,0.288759,0,2.2444,1183.39,1.09248,2.31962,Weisskopf E1,0.6,9116.72,1.09932,7790.49,5.7192e+19,0.00114384,0,0
146la,57,146,140.84,0.05,6.08,(2-),1268.94,0.06,1128.1,1+,,,1,E1,0.680971,0.319029,0,2.47717,1224.01,1.08502,2.62006,Weisskopf E1,0.6,9494.44,1.14487,7790.49,5.1818e+19,0.00103636,0,0
146la,57,146,140.84,0.05,6.08,(2-),1443.44,0.06,1302.6,1+,,,0,E1,0.717837,0.282163,0,2.38259,1403.7,1.07761,4.03367,Weisskopf E1,0.6,10963.1,1.32196,7790.49,5.38748e+19,0.0010775,0,0
146la,57,146,140.84,0.05,6.08,(2-),1469.12,0.06,1328.28,1+,,,1,E1,0.771393,0.228607,0,2.52344,1436.92,1.08179,4.27697,Weisskopf E1,0.6,11179.2,1.34802,7790.49,5.08677e+19,0.00101735,0,0
146la,57,146,140.84,0.05,6.08,(2-),1481.45,0.07,1340.61,1+,,,1,E1,0.708296,0.291704,0,2.20782,1440.37,1.07441,4.39719,Weisskopf E1,0.6,11283,1.36054,7790.49,5.81395e+19,0.00116279,0,0
146la,57,146,140.84,0.05,6.08,(2-),1534.39,0.06,1393.55,1+,,,0,E1,0.642971,0.357029,0,2.51079,1484.11,1.06498,4.93896,Weisskopf E1,0.6,11728.6,1.41426,7790.49,5.11241e+19,0.00102248,0,0
146la,57,146,140.84,0.05,6.08,(2-),1624.35,0.07,1483.51,1+,,,1,E1,0.687889,0.312111,0,2.20602,1580.39,1.06531,5.95853,Weisskopf E1,0.6,12485.7,1.50556,7790.49,5.8187e+19,0.00116374,0,0
146la,57,146,140.84,0.05,6.08,(2-),1777.68,0.14,1636.84,1+,,,0,E1,0.771605,0.228395,0,2.19866,1745.51,1.06639,8.00362,Weisskopf E1,0.6,13776.2,1.66117,7790.49,5.83818e+19,0.00116764,0,0
146la,57,146,140.84,0.05,6.08,(2-),2060.51,0.24,1919.67,,,,1,,0.856956,0.143044,0,1.95253,2040.36,1.06287,,unknown,1,,1.9482,,,,0,0
146la,57,146,140.84,0.05,6.08,(2-),2165.88,0.17,2025.04,1+,,,0,E1,0.914465,0.0855353,0,2.47074,2153.83,1.0636,15.1554,Weisskopf E1,0.6,17043.4,2.05514,7790.49,5.19527e+19,0.00103905,0,0
125ce,58,125,93.6,0.4,13,(1/2+),116.9,0.4,23.3,(3/2+),,,0,M1,0,0,1,0,0,0,4.66253e-07,Weisskopf M1,2,13.2021,0.0255556,485.297,,,1,1
125ce,58,125,93.6,0.4,13,(1/2+),135.77,0.1,42.17,(5/2+),,,0,E2,0,0,1,0,0,0,4.00485e-12,Weisskopf E2,3,5.19283e-05,0.0462523,0.00105468,,,0,1
125ce,58,125,93.6,0.4,13,(1/2+),267,0.3,173.4,(5/2+),,,1,E2,1.11022e-16,0.315068,0.684932,1,54.6329,0.315068,4.70776e-09,Weisskopf E2,3,0.00361027,0.190186,0.0178325,5.60774e+25,1121.55,0,0
127ce,58,127,7.3,1.1,28.6,(5/2+),29.2,0.3,21.9,(3/2+),,,0,M1,1,0,0,0.12987,29.2,1.33333,3.87156e-07,Weisskopf M1,0.666667,4.13628,0.0238301,163.055,4.72234e+22,0.944468,1,1
127ce,58,127,7.3,1.1,28.6,(5/2+),36.8,1.2,29.5,(7/2-),1e-05,GT,1,E1,0,1,0,0.463392,29.5,1,4.26941e-05,Weisskopf E1,1.33333,502.765,0.0321,14713.3,1.4667e+20,0.00293339,1,1
127ce,58,127,7.3,1.1,28.6,(5/2+),162.7,1.2,155.4,(9/2-),,,0,M2,0,1,0,1.08182,155.4,1,5.27503e-11,Weisskopf M2,1.66667,2.79817e-05,0.169096,0.00015545,5.94639e+27,118928,0,0
127ce,58,127,7.3,1.1,28.6,(5/2+),167.1,1.1,159.8,(7/2+),,,1,M1,0,1,0,0.759878,159.8,1,0.000150413,Weisskopf M1,1.33333,60.3632,0.173884,326.11,4.03545e+21,0.0807091,0,0
127ce,58,127,7.3,1.1,28.6,(5/2+),205.67,0.09,198.37,(5/2+),,,0,M1,1,0,0,0.904751,205.67,1.0368,0.000287728,Weisskopf M1,1,56.1995,0.215853,244.582,4.51904e+21,0.0903808,0,0
127ce,58,127,7.3,1.1,28.6,(5/2+),272.3,0.3,265,(7/2+),,,0,M1,1,0,0,1.04236,272.3,1.02755,0.000685948,Weisskopf M1,1.33333,100.102,0.288356,326.11,2.94183e+21,0.0588366,0,0
127ce,58,127,7.3,1.1,28.6,(5/2+),365.9,1.1,358.6,(9/2+),,,1,E2,0,1,0,1.35461,358.6,1,1.81891e-07,Weisskopf E2,1.66667,0.0181194,0.390205,0.0436215,1.69234e+25,338.467,0,0
127ce,58,127,7.3,1.1,28.6,(5/2+),571.3,0.4,564,(9/2+),,,0,E2,1,0,0,1.92957,571.3,1.01294,1.75047e-06,Weisskopf E2,1.66667,0.0704935,0.613708,0.107904,4.80288e+24,96.0577,0,0
127ce,58,127,7.3,1.1,28.6,(5/2+),703.7,0.3,696.4,(5/2+),,,0,M1,1,0,0,2.04236,703.7,1.01048,0.0124489,Weisskopf M1,1,197.295,0.757777,244.582,2.0019e+21,0.040038,0,0
131ce,58,131,63.09,0.09,324,(1/2+),135.91,0.1,72.82,(3/2+),,,1,M1,0,1,0,1,72.82,1,1.42333e-05,Weisskopf M1,2,41.2608,0.0780188,496.808,2.01285e+21,0.040257,0,1
131ce,58,131,63.09,0.09,324,(1/2+),329.24,0.11,266.15,(5/2+ 3/2+),,,1,,0,1,0,1.1119,266.15,1,,unknown,1,,0.285151,,,,0,0
131ce,58,131,63.09,0.09,324,(1/2+),342.65,0.11,279.56,(3/2+ 5/2+),,,1,,0,1,0,1.41176,279.56,1,,unknown,1,,0.299519,,,,0,0
131ce,58,131,63.09,0.09,324,(1/2+),348.49,0.11,285.4,(5/2+),,,1,E2,0,1,0,1.52632,285.4,1,6.05323e-08,Weisskopf E2,3,0.0171358,0.305775,0.0526443,1.24453e+25,248.906,0,0
131ce,58,131,63.09,0.09,324,(1/2+),387.5,0.1,324.41,(5/2+ 3/2+),,,1,,0.306122,0.693878,0,1.35907,343.723,1.05953,,unknown,1,,0.347571,,,,0,0
131ce,58,131,63.09,0.09,324,(1/2+),427.9,0.11,364.81,(3/2+ 5/2+ 7/2+),,,1,,0,1,0,1.77129,364.81,1,,unknown,1,,0.390855,,,,0,0
131ce,58,131,63.09,0.09,324,(1/2+),588.6,0.4,525.51,(5/2-:13/2-),,,0,M2,0.919963,0,0.0800368,1.91996,541.49,1.03041,2.38151e-08,Weisskopf M2,3,0.00198845,0.563028,0.00331769,1.5699e+26,3139.79,0,0
131ce,58,131,63.09,0.09,324,(1/2+),791.68,0.15,728.59,(5/2+),,,1,E2,0,1,0,2.16751,728.59,1,6.56346e-06,Weisskopf E2,3,0.285096,0.780606,0.343091,1.34471e+24,26.8943,0,0
131ce,58,131,63.09,0.09,324,(1/2+),848.29,0.13,785.2,(3/2+ 5/2+),,,1,,0,1,0,2.38858,785.2,1,,unknown,1,,0.841258,,,,0,0
131ce,58,131,63.09,0.09,324,(1/2+),2057.35,0.17,1994.26,(1/2+ 3/2+ 5/2+),,,1,,0.0906489,0.909351,0,1.92024,1999.98,1.00287,,unknown,1,,2.13664,,,,0,0
133ce,58,133,37.2,0.7,18360,9/2-,207.4,0.7,170.2,11/2-,5.27e-11,,1,M1,0,1,0,0.789266,170.2,1,8.65726e-06,measured,1.2,2.75642,0.180975,14.308,8.8552e+22,1.77104,0,0
133ce,58,133,37.2,0.7,18360,9/2-,241.99,0.09,204.79,5/2+,,,0,M2,1,0,0,0.917596,241.99,1.18165,2.16211e-10,Weisskopf M2,0.6,2.37747e-05,0.217755,0.000102565,1.06255e+28,212510,0,0
133ce,58,133,37.2,0.7,18360,9/2-,318,0.09,280.8,5/2+,,,0,M2,1,0,0,1.33055,318,1.13248,1.0479e-09,Weisskopf M2,0.6,6.12887e-05,0.298577,0.00019283,3.89757e+27,77951.4,0,0
133ce,58,133,37.2,0.7,18360,9/2-,570.4,0.4,533.2,7/2+,,,0,E1,1,0,0,1.93093,570.4,1.06977,0.259978,Weisskopf E1,0.8,5622.77,0.566955,9316.48,5.55882e+19,0.00111176,0,0
133ce,58,133,37.2,0.7,18360,9/2-,592.1,0.6,554.9,13/2-,5.5e-12,,1,E2,0,1,0,1.55605,554.9,1,2.20592e-05,measured,1.4,0.770887,0.590029,1.22735,5.23609e+23,10.4722,0,0
133ce,58,133,37.2,0.7,18360,9/2-,815.6,0.4,778.4,9/2+,,,0,E1,1,0,0,2.33649,815.6,1.04779,0.808864,Weisskopf E1,1,10260.6,0.827678,11645.6,3.67514e+19,0.000735028,0,0
133ce,58,133,37.2,0.7,18360,9/2-,1200.7,0.5,1163.5,11/2+,,,0,E1,1,0,0,3.13371,1200.7,1.03197,2.70126,Weisskopf E1,1.2,18404.2,1.23716,13974.7,2.28348e+19,0.000456697,0,0
133ce,58,133,37.2,0.7,18360,9/2-,1445.1,0.5,1407.9,13/2+,,,0,M2,1,0,0,3.33853,1445.1,1.02642,3.32043e-06,Weisskopf M2,1.4,0.0180253,1.49703,0.011311,2.64815e+25,529.63,0,0
135ce,58,135,445.81,0.21,20,(11/2-),1035.7,0.4,589.89,(13/2-),,,1,M1,0,1,0,1,589.89,1,0.00756601,Weisskopf M1,1.16667,194.973,0.62257,294.196,3.3991e+21,0.0679819,0,0
135ce,58,135,445.81,0.21,20,(11/2-),1145.2,0.4,699.39,(15/2-),,,1,E2,0,1,0,1.01575,699.39,1,5.5684e-06,Weisskopf E2,1.33333,0.116663,0.738137,0.148473,6.63081e+24,132.616,0,0
135ce,58,135,445.81,0.21,20,(11/2-),1670,0.5,1224.19,(15/2-),,,0,E2,0,1,0,2.00117,1224.19,1,9.14909e-05,Weisskopf E2,1.33333,0.625636,1.29201,0.45489,1.09853e+24,21.9705,0,0
137ce,58,137,254.29,0.05,123840,11/2-,927.7,0.3,673.41,15/2-,,,1,E2,0,1,0,0.995035,673.41,1,4.69945e-06,Weisskopf E2,1.33333,0.106201,0.705511,0.141409,7.10698e+24,142.14,0,0
137ce,58,137,254.29,0.05,123840,11/2-,1144.34,0.21,890.05,13/2-,,,1,M1,0,1,0,0.99681,890.05,1,0.0259894,Weisskopf M1,1.16667,294.183,0.932478,296.367,3.38499e+21,0.0676998,0,0
137ce,58,137,254.29,0.05,123840,11/2-,1980.4,0.6,1726.11,15/2-,,,1,E2,0,1,0,1.71559,1726.11,1,0.000519986,Weisskopf E2,1.33333,1.78853,1.80839,0.929083,6.27383e+23,12.5477,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,1347.34,0.01,593.098,7/2+,,,0,M2,1,0,0,1,1347.34,2.2717,4.53673e-08,Weisskopf M2,0.666667,0.000660848,0.616884,0.00100635,9.93691e+26,19873.8,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,1578.24,0.22,824,7/2-,,,1,E2,0,1,0,1,824,1,1.31425e-05,Weisskopf E2,0.666667,0.0991825,0.857046,0.108713,9.19853e+24,183.971,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,1579.11,0.19,824.87,(7/2-),,,1,E2,0.173554,0.826446,0,1.18083,955.771,1.15869,1.3212e-05,Weisskopf E2,0.666667,0.099497,0.857951,0.108943,7.77346e+24,155.469,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,1842.94,0.13,1088.7,(7/2-),,,1,E2,0,1,0,1,1088.7,1,5.29155e-05,Weisskopf E2,0.666667,0.228759,1.13236,0.189777,5.26934e+24,105.387,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,2028.6,0.5,1274.36,(11/2- 13/2),,,1,,0,1,0,1,1274.36,1,,unknown,1,,1.32547,,,,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,2063.84,0.2,1309.6,11/2(-),,,1,M1,0,1,0,1,1309.6,1,0.0827885,Weisskopf M1,1,371.018,1.36212,255.877,3.90814e+21,0.0781627,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,2164.1,0.5,1409.86,(13/2-),,,1,M1,0,1,0,1,1409.86,1,0.103296,Weisskopf M1,1.16667,465.993,1.4664,298.523,3.34983e+21,0.0669966,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,2245.9,0.3,1491.66,(7/2)+,,,0,M2,1,0,0,2.09012,2245.9,1.50564,4.5652e-06,Weisskopf M2,0.666667,0.0105131,1.55148,0.00636554,7.51612e+25,1503.22,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,2286,0.5,1531.76,11/2-,,,0,M1,0,0,1,0,0,0,0.132473,Weisskopf M1,1,433.958,1.59319,255.877,,,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,2361.23,0.2,1606.99,(15/2-),,,1,E2,0,1,0,1.09991,1606.99,1,0.000370773,Weisskopf E2,1.33333,1.47137,1.67144,0.826958,1.09941e+24,21.9882,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,2556,0.5,1801.76,(9/2)+,,,0,E1,0,0,1,0,0,0,10.3308,Weisskopf E1,0.833333,20382.7,1.87402,10217.3,,,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,2797.4,0.4,2043.16,7/2+,,,0,M2,1,0,0,2.01683,2797.4,1.36915,2.20101e-05,Weisskopf M2,0.666667,0.0270165,2.1251,0.0119426,4.15174e+25,830.349,0,0
139ce,58,139,754.24,0.08,57.58,11/2-,2819.3,0.4,2065.06,11/2-,,,1,M1,0.159612,0.840388,0,2.0355,2185.45,1.0583,0.324602,Weisskopf M1,1,585.045,2.14788,255.877,1.91998e+21,0.0383997,0,0
131pr,59,131,152.4,0.3,5.73,(11/2-),251.69,0.15,99.29,(7/2+),,,0,M2,1,0,0,1.87719,251.69,2.5349,5.73424e-12,Weisskopf M2,0.666667,2.98041e-06,0.106379,2.63192e-05,2.02404e+28,404807,0,1
131pr,59,131,152.4,0.3,5.73,(11/2-),408.8,0.3,256.4,(15/2-),,,1,E2,0,1,0,1,256.4,1,3.54248e-08,Weisskopf E2,1.33333,0.00552221,0.274705,0.0188841,5.29546e+25,1059.09,0,0
131pr,59,131,152.4,0.3,5.73,(11/2-),448.43,0.17,296.03,(9/2+),,,0,E1,1,0,0,2.47416,448.43,1.51481,0.044044,Weisskopf E1,0.833333,3219.12,0.317164,9534.62,4.23905e+19,0.000847811,0,0
131pr,59,131,152.4,0.3,5.73,(11/2-),450.07,0.16,297.67,(7/2+),,,0,M2,1,0,0,1.99539,450.07,1.51198,1.38875e-09,Weisskopf M2,0.666667,8.03091e-05,0.318921,0.000236555,2.11856e+27,42371.1,0,0
131pr,59,131,152.4,0.3,5.73,(11/2-),679.65,0.21,527.25,(11/2+),,,0,E1,1,0,0,3.17568,679.65,1.28905,0.248845,Weisskopf E1,1,6880.18,0.564892,11441.5,2.75219e+19,0.000550439,0,0
131pr,59,131,152.4,0.3,5.73,(11/2-),975.6,0.3,823.2,(9/2+),,,0,E1,1,0,0,3.15548,975.6,1.18513,0.9471,Weisskopf E1,0.833333,8951.73,0.88197,9534.62,3.32377e+19,0.000664754,0,0
131pr,59,131,152.4,0.3,5.73,(11/2-),980,0.3,827.6,(13/2+),,,0,E1,1,0,0,3.82492,980,1.18415,0.962369,Weisskopf E1,1.16667,12599.4,0.886685,13348.5,1.9586e+19,0.000391721,0,0
131pr,59,131,152.4,0.3,5.73,(11/2-),1156.5,0.5,1004.1,(11/2+),,,0,E1,1,0,0,4.15548,1156.5,1.15178,1.71874,Weisskopf E1,1,13102.7,1.07579,11441.5,2.10327e+19,0.000420653,0,0
131pr,59,131,152.4,0.3,5.73,(11/2-),1240.7,0.3,1088.3,(15/2+),,,0,M2,0.666667,0.333333,0,3.66686,1189.9,1.09336,9.07175e-07,Weisskopf M2,1.33333,0.00784939,1.166,0.00632396,4.31237e+25,862.475,0,0
131pr,59,131,152.4,0.3,5.73,(11/2-),1353.7,0.5,1201.3,(13/2+),,,0,E1,1,0,0,4.65548,1353.7,1.12686,2.9433,Weisskopf E1,1.16667,18288.6,1.28706,13348.5,1.60918e+19,0.000321836,0,0
131pr,59,131,152.4,0.3,5.73,(11/2-),1567.3,0.5,1414.9,(15/2+),,,0,M2,1,0,0,5.40548,1567.3,1.10771,3.36959e-06,Weisskopf M2,1.33333,0.0172491,1.51591,0.0106891,1.7307e+25,346.141,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),225.86,0.08,33.74,(7/2+),,,0,M2,1,0,0,0.935344,225.86,6.69413,2.62458e-14,Weisskopf M2,0.666667,1.18136e-07,0.035876,3.09335e-06,3.45621e+29,6.91241e+06,0,1
133pr,59,133,192.12,0.14,1.1,(11/2-),295.63,0.1,103.51,(7/2-),,,1,E2,0.259241,0.740759,0,0.552725,153.315,1.48116,3.87617e-10,Weisskopf E2,0.666667,0.000185374,0.110063,0.00158219,1.14349e+27,22869.8,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),475.84,0.09,283.72,(9/2+),,,0,E1,1,0,0,1.38768,475.84,1.67715,0.0391685,Weisskopf E1,0.833333,3116.58,0.301681,9704.67,7.42557e+19,0.00148511,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),502.29,0.16,310.17,(15/2-),4.45e-11,,1,E2,0,1,0,0.95648,310.17,1,1.02525e-05,measured,1.33333,1.09213,0.329806,3.11075,3.36092e+23,6.72184,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),551.36,0.13,359.24,(11/2-),,,1,M1,0.0582789,0.941721,0,1.12426,370.437,1.03117,0.00170887,Weisskopf M1,1,101.775,0.381982,250.293,3.55374e+21,0.0710748,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),702.43,0.1,510.31,(11/2+),,,0,E1,1,0,0,1.92719,702.43,1.37648,0.227913,Weisskopf E1,1,6726.73,0.542616,11645.6,4.45567e+19,0.000891133,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),790.52,0.22,598.4,(13/2-),,,1,M1,0,1,0,1.49559,598.4,1,0.00789821,Weisskopf M1,1.16667,197.786,0.636283,292.009,2.28978e+21,0.0457955,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),916.46,0.24,724.34,(7/2- 9/2),,,1,,0.0342817,0.965718,0,1.66133,730.926,1.00909,,unknown,1,,0.770196,,,,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),938.46,0.23,746.34,(15/2-),,,1,E2,1.11022e-16,1,0,1.71754,746.34,1,7.55396e-06,Weisskopf E2,1.33333,0.138977,0.793588,0.164512,3.53912e+24,70.7824,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),1081.45,0.2,889.33,(13/2+),,,0,E1,1,0,0,2.39302,1081.45,1.21603,1.2063,Weisskopf E1,1.16667,13676.6,0.94563,13586.5,3.07571e+19,0.000615141,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),1171.74,0.21,979.62,(15/2-),,,0,E2,0,1,0,2.33348,979.62,1,2.94292e-05,Weisskopf E2,1.33333,0.314272,1.04164,0.283426,1.51202e+24,30.2403,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),1325.39,0.19,1133.27,(15/2+),,,0,M2,1,0,0,2.92553,1325.39,1.16953,1.12202e-06,Weisskopf M2,1.33333,0.00895317,1.20501,0.00697968,4.89734e+25,979.468,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),1706.03,0.16,1513.91,(9/2+),,,1,E1,0.743392,0.256608,0,2.32362,1656.73,1.09434,5.95069,Weisskopf E1,0.833333,16629.9,1.60975,9704.67,4.43459e+19,0.000886918,0,0
133pr,59,133,192.12,0.14,1.1,(11/2-),1785.28,0.12,1593.16,(9/2+),,,0,E1,0.919053,0.0809472,0,2.42414,1769.73,1.11083,6.93498,Weisskopf E1,0.833333,17500.4,1.69402,9704.67,4.25071e+19,0.000850143,0,0
142pr,59,142,3.694,0.003,876,5-,17.75,0.004,14.056,3-,,,0,E2,0,0,1,0,0,0,1.95306e-14,Weisskopf E2,0.636364,4.83504e-07,0.0144644,3.14014e-05,,,1,1
142pr,59,142,3.694,0.003,876,5-,63.757,0.004,60.063,6-,,,1,M1,0,1,0,1,60.063,1,7.98684e-06,Weisskopf M1,1.18182,20.1101,0.0618084,305.645,3.27177e+21,0.0654353,0,1
142pr,59,142,3.694,0.003,876,5-,72.307,0.003,68.613,4-,,,1,M1,-5.55112e-17,0.561798,0.438202,1,38.5466,0.561798,1.19062e-05,Weisskopf M1,0.818182,15.9042,0.0706068,211.601,4.72588e+21,0.0945177,0,1
142pr,59,142,3.694,0.003,876,5-,90.3,0.9,86.606,(6-),,,1,M1,0,1,0,1,86.606,1,2.39441e-05,Weisskopf M1,1.18182,28.9972,0.0891227,305.645,3.27177e+21,0.0654353,0,1
142pr,59,142,3.694,0.003,876,5-,128.262,0.004,124.568,5-,,,1,M1,-9.02056e-17,0.950666,0.049334,1.77483,118.423,0.950666,7.12481e-05,Weisskopf M1,1,35.2909,0.128188,258.623,2.17859e+21,0.0435717,0,0
142pr,59,142,3.694,0.003,876,5-,144.599,0.004,140.905,4-,,,1,M1,0,0.595238,0.404762,1,83.872,0.595238,0.000103118,Weisskopf M1,0.818182,32.6613,0.145,211.601,4.72588e+21,0.0945177,0,0
142pr,59,142,3.694,0.003,876,5-,176.886,0.0019,173.192,(3)-,,,0,E2,0.914913,0.046278,0.0388089,1.0796,169.85,0.980705,5.54677e-09,Weisskopf E2,0.636364,0.000904472,0.178224,0.00476737,1.94294e+26,3885.88,0,0
142pr,59,142,3.694,0.003,876,5-,358.4,0.9,354.706,(7-),,,0,E2,0,1,0,2,354.706,1,1.99871e-07,Weisskopf E2,1.36364,0.01665,0.365013,0.0428505,1.16685e+25,233.37,0,0
142pr,59,142,3.694,0.003,876,5-,637.24,0.1,633.546,4-,,,1,M1,0.128034,0.564202,0.307763,1.69951,439.037,0.692983,0.00937321,Weisskopf M1,0.818182,146.854,0.651956,211.601,2.78073e+21,0.0556145,0,0
142pr,59,142,3.694,0.003,876,5-,702.5,0.3,698.806,,,,1,,0,0.75021,0.24979,1.59184,524.251,0.75021,,unknown,1,,0.719112,,,,0,0
142pr,59,142,3.694,0.003,876,5-,704.75,0.16,701.056,3- 4-,,,1,,0.249522,0.446441,0.304037,2.01314,488.831,0.697278,,unknown,1,,0.721428,,,,0,0
